vcurve  0.1533  26.6820
vcurve  0.1633  26.0331
vcurve  0.1734  24.7103
vcurve  0.1834  22.5938
vcurve  0.1935  19.7990
vcurve  0.2035  16.7301
vcurve  0.2136  13.8803
vcurve  0.2236  11.5636
vcurve  0.2337  9.8479
vcurve  0.2437  8.6536
vcurve  0.2538  7.8601
vcurve  0.2638  7.3570
vcurve  0.2739  7.0596
vcurve  0.2839  6.9066
vcurve  0.2940  6.8551
vcurve  0.3040  6.8753
vcurve  0.3141  6.9463
vcurve  0.3241  7.0537
vcurve  0.3342  7.1871
vcurve  0.3442  7.3391
vcurve  0.3543  7.5043
vcurve  0.3643  7.6789
vcurve  0.3744  7.8601
vcurve  0.3844  8.0458
vcurve  0.3945  8.2345
vcurve  0.4045  8.4250
vcurve  0.4146  8.6165
vcurve  0.4246  8.8085
vcurve  0.4347  9.0003
vcurve  0.4447  9.1919
vcurve  0.4548  9.3828
vcurve  0.4648  9.5730
vcurve  0.4749  9.7624
vcurve  0.4849  9.9510
vcurve  0.4950  10.1387
vcurve  0.5050  10.3255
vcurve  0.5151  10.5116
vcurve  0.5251  10.6968
vcurve  0.5352  10.8814
vcurve  0.5452  11.0654
vcurve  0.5553  11.2488
vcurve  0.5653  11.4318
vcurve  0.5754  11.6144
vcurve  0.5854  11.7969
vcurve  0.5955  11.9791
vcurve  0.6055  12.1614
vcurve  0.6156  12.3437
vcurve  0.6256  12.5262
vcurve  0.6357  12.7091
vcurve  0.6457  12.8924
vcurve  0.6558  13.0762
vcurve  0.6658  13.2608
vcurve  0.6759  13.4462
vcurve  0.6859  13.6325
vcurve  0.6960  13.8200
vcurve  0.7060  14.0087
vcurve  0.7161  14.1987
vcurve  0.7261  14.3904
vcurve  0.7362  14.5837
vcurve  0.7462  14.7790
vcurve  0.7563  14.9763
vcurve  0.7663  15.1759
vcurve  0.7764  15.3779
vcurve  0.7864  15.5826
vcurve  0.7965  15.7901
vcurve  0.8065  16.0007
vcurve  0.8166  16.2147
vcurve  0.8266  16.4323
vcurve  0.8367  16.6538
vcurve  0.8467  16.8795
vcurve  0.8568  17.1097
vcurve  0.8668  17.3447
vcurve  0.8769  17.5850
vcurve  0.8869  17.8308
vcurve  0.8970  18.0827
vcurve  0.9070  18.3410
vcurve  0.9171  18.6064
vcurve  0.9271  18.8793
vcurve  0.9372  19.1602
vcurve  0.9472  19.4499
vcurve  0.9573  19.7490
vcurve  0.9673  20.0582
vcurve  0.9774  20.3783
vcurve  0.9874  20.7102
vcurve  0.9975  21.0546
vcurve  1.0075  21.4125
vcurve  1.0176  21.7849
vcurve  1.0276  22.1725
vcurve  1.0377  22.5762
vcurve  1.0477  22.9964
vcurve  1.0578  23.4332
vcurve  1.0678  23.8862
vcurve  1.0779  24.3533
vcurve  1.0879  24.8308
vcurve  1.0980  25.3112
vcurve  1.1080  25.7813
vcurve  1.1181  26.2187
vcurve  1.1281  26.5852
vcurve  1.1382  26.8176
vcurve  1.1482  26.8157
vcurve  1.1583  26.4297
vcurve  1.1683  25.4670
vcurve  1.1784  23.7513
vcurve  1.1884  21.2616
vcurve  1.1985  18.2664
vcurve  1.2085  15.2519
vcurve  1.2186  12.6461
vcurve  1.2286  10.6336
vcurve  1.2387  9.1930
vcurve  1.2487  8.2142
vcurve  1.2588  7.5782
vcurve  1.2688  7.1869
vcurve  1.2789  6.9681
vcurve  1.2889  6.8702
vcurve  1.2990  6.8577
vcurve  1.3090  6.9055
vcurve  1.3191  6.9962
vcurve  1.3291  7.1177
vcurve  1.3392  7.2611
vcurve  1.3492  7.4203
vcurve  1.3593  7.5906
vcurve  1.3693  7.7688
vcurve  1.3794  7.9525
vcurve  1.3894  8.1399
vcurve  1.3995  8.3296
vcurve  1.4095  8.5207
vcurve  1.4196  8.7125
vcurve  1.4296  8.9044
vcurve  1.4397  9.0962
vcurve  1.4497  9.2874
vcurve  1.4598  9.4780
vcurve  1.4698  9.6678
vcurve  1.4799  9.8568
vcurve  1.4899  10.0450
vcurve  1.5000  10.2322

